MultiClassConvolutionalTsetlinMachine2D,3D,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Epoch16,Epoch17,Epoch18,Epoch19,Epoch20,Epoch21,Epoch22,Epoch23,Epoch24,Epoch25,Epoch26,Epoch27,Epoch28,Epoch29,Epoch30,Epoch31,Epoch32,Epoch33,Epoch34,Epoch35,Epoch36,Epoch37,Epoch38,Epoch39,Epoch40,Epoch41,Epoch42,Epoch43,Epoch44,Epoch45,Epoch46,Epoch47,Epoch48,Epoch49,Epoch50,
Settings:
Clauses:,1000.0
Threshold:,8800.0
S:,27.0
Window_X:,5.0
Window_Y:,5.0
Shape_X:,7.0
Shape_Y:,6.0
Shape_Z:,2.0
nodraw0,,79.6302,81.8226,83.1588,84.0355,84.7873,85.3949,85.8569,86.2770,86.6547,86.9732,87.2382,87.4632,87.6863,87.8576,88.0465,88.1994,88.3431,88.4862,88.6031,88.7214,88.8393,88.9502,89.0543,89.1429,89.2258,89.3085,89.3882,89.4587,89.5209,89.5921,89.6613,89.7200,89.7757,89.8262,89.8761,89.9228,89.9745,90.0282,90.0750,90.1276,90.1653,90.2140,90.2491,90.2915,90.3123,90.3547,90.3865,90.4222,90.4534,90.4807
nodraw1,,79.4993,81.2173,82.3680,83.3074,84.0543,84.6395,85.1674,85.5980,85.9693,86.3154,86.6180,86.8687,87.1249,87.3329,87.5425,87.7250,87.9100,88.0572,88.2121,88.3467,88.4793,88.6044,88.7129,88.8157,88.9221,89.0078,89.0973,89.1794,89.2749,89.3439,89.4264,89.4991,89.5660,89.6337,89.6985,89.7533,89.8078,89.8681,89.9202,89.9746,90.0180,90.0714,90.1193,90.1635,90.2112,90.2526,90.2877,90.3227,90.3662,90.3933
nodraw2,,78.5504,80.8737,82.3462,83.4465,84.1983,84.8195,85.3029,85.7453,86.1893,86.5101,86.7861,87.0351,87.2672,87.4731,87.6702,87.8385,88.0159,88.1717,88.3258,88.4653,88.5814,88.6810,88.7940,88.8982,88.9980,89.0990,89.1822,89.2612,89.3432,89.4164,89.4818,89.5462,89.6037,89.6549,89.7102,89.7688,89.8206,89.8763,89.9315,89.9697,90.0061,90.0430,90.0737,90.1137,90.1502,90.1893,90.2250,90.2521,90.2888,90.3213
nodraw3,,79.2996,81.6642,83.0033,83.9102,84.6834,85.3052,85.8242,86.2032,86.5688,86.8663,87.1558,87.4161,87.6339,87.8393,88.0129,88.1955,88.3681,88.5071,88.6460,88.7784,88.9037,88.9886,89.1038,89.2039,89.2980,89.3804,89.4756,89.5546,89.6219,89.6967,89.7694,89.8288,89.8970,89.9583,90.0124,90.0653,90.1135,90.1575,90.2039,90.2508,90.2950,90.3309,90.3643,90.4078,90.4398,90.4719,90.5054,90.5365,90.5684,90.5868
nodraw4,,78.7760,81.3124,82.8397,83.8693,84.5852,85.1961,85.6979,86.0600,86.3598,86.6928,86.9431,87.2102,87.4325,87.6604,87.8645,88.0257,88.1929,88.3362,88.4755,88.5788,88.7089,88.8153,88.9330,89.0464,89.1468,89.2388,89.3362,89.4330,89.5056,89.5767,89.6390,89.7086,89.7671,89.8202,89.8693,89.9262,89.9716,90.0146,90.0721,90.1100,90.1553,90.1883,90.2300,90.2601,90.3006,90.3417,90.3717,90.3968,90.4251,90.4572
nodraw5,,79.6072,82.0786,83.6334,84.6399,85.3912,85.9384,86.4040,86.7737,87.0831,87.3404,87.5658,87.8028,87.9982,88.1588,88.3077,88.4626,88.6079,88.7461,88.8552,88.9787,89.0726,89.1720,89.2628,89.3576,89.4494,89.5304,89.5981,89.6651,89.7336,89.8036,89.8759,89.9371,89.9896,90.0486,90.0968,90.1582,90.1982,90.2494,90.2929,90.3236,90.3605,90.3998,90.4377,90.4687,90.4943,90.5227,90.5558,90.5878,90.6199,90.6481
nodraw6,,79.0016,80.9083,82.3077,83.3592,84.2193,84.9154,85.4197,85.8797,86.3030,86.6007,86.9067,87.1727,87.3952,87.5766,87.7556,87.9327,88.0995,88.2470,88.3754,88.5090,88.6330,88.7442,88.8501,88.9471,89.0331,89.1212,89.2108,89.2916,89.3736,89.4435,89.5064,89.5622,89.6221,89.6823,89.7311,89.7809,89.8372,89.8902,89.9463,89.9984,90.0375,90.0779,90.1222,90.1644,90.2091,90.2480,90.2748,90.3096,90.3510,90.3813
nodraw7,,79.4108,81.8412,83.1806,84.1653,84.8838,85.4692,85.9738,86.3646,86.6739,86.9542,87.2162,87.4782,87.7024,87.9168,88.0862,88.2559,88.4028,88.5534,88.6941,88.8200,88.9175,89.0381,89.1454,89.2390,89.3362,89.4221,89.4951,89.5780,89.6518,89.7201,89.7804,89.8322,89.8988,89.9663,90.0168,90.0809,90.1429,90.1874,90.2421,90.2852,90.3305,90.3612,90.4004,90.4419,90.4815,90.5134,90.5533,90.5848,90.6112,90.6435
nodraw8,,79.5745,81.9558,83.1697,84.1653,84.8511,85.3682,85.8452,86.2255,86.5685,86.8773,87.1522,87.3963,87.6130,87.7999,87.9553,88.1209,88.2613,88.4024,88.5391,88.6620,88.7702,88.8759,88.9739,89.0780,89.1646,89.2434,89.3187,89.3956,89.4791,89.5625,89.6294,89.6952,89.7605,89.8195,89.8775,89.9323,89.9863,90.0357,90.0755,90.1211,90.1705,90.2026,90.2466,90.2820,90.3099,90.3469,90.3803,90.4170,90.4486,90.4730
nodraw9,,79.1653,81.2930,82.8642,83.8175,84.5565,85.1555,85.6605,86.0966,86.4557,86.7921,87.0600,87.3172,87.5475,87.7660,87.9574,88.1199,88.2728,88.3852,88.4986,88.6252,88.7335,88.8462,88.9376,89.0371,89.1286,89.2106,89.3047,89.3740,89.4543,89.5183,89.5834,89.6481,89.7138,89.7689,89.8265,89.8909,89.9425,89.9935,90.0420,90.0896,90.1397,90.1851,90.2162,90.2500,90.2717,90.3053,90.3266,90.3515,90.3821,90.4098
