0000,1110,1100,1100,1010,1010,1110,1010,0010,0110,0110,0100,0100,0100,0010,0110,0110,0100,0100,0100,0100,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,0000,0000
0000,0010,0000,0000,0011,0011,0011,0010,0010,0011,0010,0000,0001,0001,0010,0011,0010,0000,0001,0001,0001,0001,0001,0001,0001,0000,0000,0000,0001,0001,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010
0000,1110,1100,1100,1011,1011,1111,1010,0010,0111,0110,0100,0101,0101,0010,0111,0110,0100,0101,0101,0101,0101,0001,0001,0001,0000,0000,0000,0001,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,1000,0010,0010
0000,1100,1000,1000,1001,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,0000,0000,0010,0000
0000,1110,1100,1100,1011,1011,1111,1010,0010,0111,0110,0100,0101,0101,0010,0111,0110,0100,0101,0101,0101,0101,0001,0001,0001,0000,0000,0000,0001,0001,0001,0000,0000,0000,0000,0000,0000,1000,1000,1000,0010,0010
0000,1000,1000,1000,1001,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
