0001,0001,0000,0000,0100,0000,0100,0100,0010,0010,0010,0010,0000,0100,0100,0100,0100,0110,0110,0110,0110,0110,0110,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
0001,0001,0000,0000,0000,0000,0000,0000,0010,0010,0010,0010,0000,0000,0000,0000,0000,0010,0010,0010,0010,0010,0010,0011,0011
