MultiClassTsetlinMachine,2D,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Epoch16,Epoch17,Epoch18,Epoch19,Epoch20,Epoch21,Epoch22,Epoch23,Epoch24,Epoch25,Epoch26,Epoch27,Epoch28,Epoch29,Epoch30,Epoch31,Epoch32,Epoch33,Epoch34,Epoch35,Epoch36,Epoch37,Epoch38,Epoch39,Epoch40,Epoch41,Epoch42,Epoch43,Epoch44,Epoch45,Epoch46,Epoch47,Epoch48,Epoch49,Epoch50,
Settings:
Clauses:,4000.0
Threshold:,9000.0
S:,27.0
draw0,,78.0672,80.6275,82.0038,82.3442,83.2618,83.2766,83.5430,83.6614,83.8686,84.1498,84.2978,84.5050,84.6234,84.7122,84.8897,85.1413,85.2893,84.9785,85.5705,85.3633,85.4373,86.0589,85.5113,86.0589,85.9701,85.3041,85.6593,85.9109,86.2513,86.2809,85.9405,86.4733,85.9997,86.1773,86.0293,86.1329,85.9997,86.0589,86.2069,85.7629,86.3401,86.0145,85.7037,86.2513,85.9109,86.1625,86.2661,86.3549,86.1773,86.2809
draw1,,77.7564,80.1687,81.7967,82.4774,82.9658,83.7058,83.4246,84.2090,84.1646,84.0462,84.6382,84.0462,84.7713,84.8749,85.2449,85.2893,85.2301,85.1117,85.1117,85.4077,85.4077,85.4669,85.5557,85.3189,85.5853,85.7037,86.0441,85.9405,85.7629,85.9109,85.7333,85.4225,86.2217,85.9997,86.3697,86.1921,86.4437,85.9701,86.5029,86.2809,86.2957,86.2661,86.6361,86.5473,86.1329,86.5325,86.1181,86.2513,86.1477,86.5769
draw2,,77.5492,80.2427,81.3083,82.1962,82.5366,82.7290,83.2618,83.4690,83.7058,83.8982,84.1498,84.5494,84.1646,84.5198,84.9637,84.9489,84.9489,84.9637,84.7565,84.7861,85.1857,85.1561,84.6826,85.3189,84.9489,85.3781,85.7333,85.4965,85.4965,85.3929,85.6445,85.6149,85.4965,85.4817,85.5261,85.8961,85.4669,85.7333,85.8961,85.8369,85.8221,85.8813,85.9849,86.0737,85.9109,85.8221,85.3781,85.6889,85.7925,85.7333
draw3,,78.3452,80.2102,81.5719,82.2232,82.8153,83.4962,83.7478,84.1178,84.4287,84.2214,84.5027,84.5027,84.6063,84.9319,85.2427,84.6211,84.8579,84.9023,84.9763,84.7543,84.9319,85.2872,85.2724,85.6720,85.6128,85.6128,85.4944,85.2575,85.7460,85.5536,85.6572,85.7312,85.7460,85.4944,85.5684,85.2872,85.9088,86.0716,85.7016,85.3464,85.9532,86.1456,86.0420,86.0864,86.1901,86.0124,85.9088,86.2049,85.8348,86.0568
draw4,,78.4192,80.7282,82.0604,82.6821,83.4221,83.7330,84.0290,84.2510,84.5471,84.5323,85.0059,85.1391,85.1835,85.4500,85.6276,85.2575,85.6276,85.7608,85.4352,85.6128,85.9532,85.6868,86.0272,86.0568,86.1160,86.1308,85.9828,86.0124,86.1012,86.1753,86.1604,85.8496,85.9532,86.2049,86.3973,86.3529,86.2937,86.5305,86.5749,86.4417,86.5453,86.5897,86.5897,86.7081,86.5601,86.3529,86.5749,86.6341,86.8561,86.6193
draw5,,77.8534,80.9623,81.7765,82.7091,82.9608,83.2568,83.5677,83.8490,84.5744,84.5744,84.7076,84.7372,85.0037,85.0481,85.2258,85.7143,85.9363,85.4182,85.3442,85.6847,85.9215,85.9956,86.0992,85.6551,85.9808,85.6847,85.9363,85.9067,86.0844,86.2916,86.1288,86.0696,86.0104,86.0844,86.4545,86.4101,86.1584,86.3064,86.3953,86.5137,86.7654,86.3805,86.6025,86.4397,86.5285,86.6765,86.2768,86.2620,86.4397,86.5581
draw6,,77.5722,80.0444,81.4952,82.0873,82.6499,83.2272,83.6862,83.9230,84.4412,84.0563,84.7668,84.4856,84.6040,84.7224,84.9297,85.1073,85.3738,85.2702,85.3590,85.2554,85.8475,85.4034,85.4330,85.6107,85.6551,85.8327,85.8031,85.7291,86.0104,85.9660,85.7291,85.7883,86.0400,86.0400,85.6699,85.9511,85.7735,85.8031,85.9660,85.7883,85.9808,86.2028,86.1140,86.0696,85.7735,86.0400,85.8771,85.8771,86.1140,85.6255
draw7,,78.3124,80.5329,82.0577,82.8423,83.3753,83.6417,84.0711,84.0415,84.2931,84.8261,84.9741,84.8113,85.0629,84.8409,85.5366,85.3442,85.6403,85.3590,85.6107,85.4478,85.6699,85.6255,85.6403,85.7439,85.9215,85.8475,86.0400,85.6551,85.9067,85.8771,86.0400,85.9215,85.9363,85.8771,86.0844,85.8031,86.0400,86.1436,86.2028,86.1288,86.2028,86.1880,86.0844,86.2472,86.2768,85.9956,86.2620,86.3360,86.3657,86.3064
draw8,,77.4685,80.0888,81.1695,82.2354,82.7979,83.3161,83.7306,83.6862,84.0711,84.0711,84.7076,84.8557,84.5300,84.5892,84.9001,85.1665,85.2850,85.4478,85.1962,85.3146,85.3442,85.6551,85.8623,85.8327,85.7735,85.8179,85.8031,85.9067,85.9808,85.8475,85.9511,86.1732,85.7883,85.7883,86.3360,86.0696,85.9511,85.9363,86.0104,86.2472,85.7883,86.4249,86.3360,86.1436,85.9215,85.8179,86.2176,85.6551,86.1436,85.9363
draw9,,77.7909,80.4856,81.5961,82.4548,83.1359,83.7134,83.9354,84.5573,84.5129,84.0687,84.9719,84.8830,85.4160,85.1495,85.3420,85.5049,85.6974,85.6678,85.6085,86.0527,86.1712,85.6974,86.2008,86.1564,86.1860,86.4969,85.8306,86.4081,86.1267,86.3784,86.3192,86.2008,86.2452,86.5117,86.2896,86.2452,86.3044,86.3192,86.5709,86.1860,85.8602,86.3044,86.5561,86.5857,86.2156,86.3636,86.2600,86.4969,86.2896,86.4081
